timestamp(ms),OrientX,OrientY,OrientZ,GyroX,GyroY,GyroZ,LinearX,LinearY,LinearZ,MagX,MagY,MagZ,AcclX,AcclY,AcclZ,GravityX,GravityY,GravityZ,temperature,
"1678296433,105",,,,,,,,,,"6,75",,,,,,,,,,
"1678296433,108",,,,,,,,,,,"-15,1875",,,,,,,,,
"1678296433,112",,,,,,,,,,,,"-62,1875",,,,,,,,
"1678296433,114",,,,,,,,,,,,,"0,16",,,,,,,
"1678296433,118",,,,,,,,,,,,,,"-0,36",,,,,,
"1678296433,121",,,,,,,,,,,,,,,"9,57",,,,,
"1678296433,124",,,,,,,,,,,,,,,,"0,21",,,,
"1678296433,128",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296433,131",,,,,,,,,,,,,,,,,,"9,79",,
"1678296433,134",,,,,,,,,,,,,,,,,,,"23",
"1678296433,16","326,0625",,,,,,,,,,,,,,,,,,,
"1678296433,164",,"1,25",,,,,,,,,,,,,,,,,,
"1678296433,167",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296433,17",,,,"-0,001091",,,,,,,,,,,,,,,,
"1678296433,173",,,,,"0,001091",,,,,,,,,,,,,,,
"1678296433,176",,,,,,"-0,001091",,,,,,,,,,,,,,
"1678296433,18",,,,,,,"-0,06",,,,,,,,,,,,,
"1678296433,183",,,,,,,,"-0,07",,,,,,,,,,,,
"1678296433,186",,,,,,,,,"-0,24",,,,,,,,,,,
"1678296433,189",,,,,,,,,,"7,5625",,,,,,,,,,
"1678296433,192",,,,,,,,,,,"-14,375",,,,,,,,,
"1678296433,195",,,,,,,,,,,,"-62,5625",,,,,,,,
"1678296433,198",,,,,,,,,,,,,"0,15",,,,,,,
"1678296433,201",,,,,,,,,,,,,,"-0,36",,,,,,
"1678296433,204",,,,,,,,,,,,,,,"9,55",,,,,
"1678296433,208",,,,,,,,,,,,,,,,"0,21",,,,
"1678296433,211",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296433,215",,,,,,,,,,,,,,,,,,"9,79",,
"1678296433,218",,,,,,,,,,,,,,,,,,,"23",
"1678296433,251","326,0625",,,,,,,,,,,,,,,,,,,
"1678296433,255",,"1,25",,,,,,,,,,,,,,,,,,
"1678296433,258",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296433,261",,,,"0,002182",,,,,,,,,,,,,,,,
"1678296433,264",,,,,"-0,001091",,,,,,,,,,,,,,,
"1678296433,267",,,,,,"0,001091",,,,,,,,,,,,,,
"1678296433,27",,,,,,,"-0,07",,,,,,,,,,,,,
"1678296433,274",,,,,,,,"-0,07",,,,,,,,,,,,
"1678296433,277",,,,,,,,,"-0,28",,,,,,,,,,,
"1678296433,28",,,,,,,,,,"7,875",,,,,,,,,,
"1678296433,283",,,,,,,,,,,"-14,375",,,,,,,,,
"1678296433,286",,,,,,,,,,,,"-61,875",,,,,,,,
"1678296433,289",,,,,,,,,,,,,"0,13",,,,,,,
"1678296433,292",,,,,,,,,,,,,,"-0,37",,,,,,
"1678296433,295",,,,,,,,,,,,,,,"9,51",,,,,
"1678296433,299",,,,,,,,,,,,,,,,"0,21",,,,
"1678296433,302",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296433,306",,,,,,,,,,,,,,,,,,"9,79",,
"1678296433,309",,,,,,,,,,,,,,,,,,,"23",
"1678296433,335","326,0625",,,,,,,,,,,,,,,,,,,
"1678296433,337",,"1,25",,,,,,,,,,,,,,,,,,
"1678296433,34",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296433,343",,,,"0,003272",,,,,,,,,,,,,,,,
"1678296433,346",,,,,"0",,,,,,,,,,,,,,,
"1678296433,349",,,,,,"0,001091",,,,,,,,,,,,,,
"1678296433,353",,,,,,,"-0,05",,,,,,,,,,,,,
"1678296433,356",,,,,,,,"-0,05",,,,,,,,,,,,
"1678296433,359",,,,,,,,,"-0,23",,,,,,,,,,,
"1678296433,362",,,,,,,,,,"7,875",,,,,,,,,,
"1678296433,365",,,,,,,,,,,"-14,75",,,,,,,,,
"1678296433,368",,,,,,,,,,,,"-62,5625",,,,,,,,
"1678296433,371",,,,,,,,,,,,,"0,16",,,,,,,
"1678296433,374",,,,,,,,,,,,,,"-0,35",,,,,,
"1678296433,377",,,,,,,,,,,,,,,"9,56",,,,,
"1678296433,381",,,,,,,,,,,,,,,,"0,21",,,,
"1678296433,384",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296433,388",,,,,,,,,,,,,,,,,,"9,79",,
"1678296433,391",,,,,,,,,,,,,,,,,,,"23",
"1678296433,415","326,0625",,,,,,,,,,,,,,,,,,,
"1678296433,418",,"1,25",,,,,,,,,,,,,,,,,,
"1678296433,422",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296433,425",,,,"0",,,,,,,,,,,,,,,,
"1678296433,428",,,,,"0,001091",,,,,,,,,,,,,,,
"1678296433,43",,,,,,"0",,,,,,,,,,,,,,
"1678296433,434",,,,,,,"-0,05",,,,,,,,,,,,,
"1678296433,437",,,,,,,,"-0,06",,,,,,,,,,,,
"1678296433,441",,,,,,,,,"-0,24",,,,,,,,,,,
"1678296433,444",,,,,,,,,,"7,1875",,,,,,,,,,
"1678296433,447",,,,,,,,,,,"-14,375",,,,,,,,,
"1678296433,45",,,,,,,,,,,,"-61,875",,,,,,,,
"1678296433,453",,,,,,,,,,,,,"0,16",,,,,,,
"1678296433,456",,,,,,,,,,,,,,"-0,35",,,,,,
"1678296433,459",,,,,,,,,,,,,,,"9,55",,,,,
"1678296433,462",,,,,,,,,,,,,,,,"0,21",,,,
"1678296433,466",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296433,469",,,,,,,,,,,,,,,,,,"9,79",,
"1678296433,472",,,,,,,,,,,,,,,,,,,"23",
"1678296433,496","326,0625",,,,,,,,,,,,,,,,,,,
"1678296433,5",,"1,25",,,,,,,,,,,,,,,,,,
"1678296433,503",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296433,506",,,,"-0,001091",,,,,,,,,,,,,,,,
"1678296433,509",,,,,"0,003272",,,,,,,,,,,,,,,
"1678296433,512",,,,,,"0,002182",,,,,,,,,,,,,,
"1678296433,515",,,,,,,"-0,06",,,,,,,,,,,,,
"1678296433,519",,,,,,,,"-0,06",,,,,,,,,,,,
"1678296433,522",,,,,,,,,"-0,26",,,,,,,,,,,
"1678296433,525",,,,,,,,,,"7,5625",,,,,,,,,,
"1678296433,528",,,,,,,,,,,"-15,5625",,,,,,,,,
"1678296433,531",,,,,,,,,,,,"-61,5",,,,,,,,
"1678296433,534",,,,,,,,,,,,,"0,15",,,,,,,
"1678296433,537",,,,,,,,,,,,,,"-0,36",,,,,,
"1678296433,54",,,,,,,,,,,,,,,"9,53",,,,,
"1678296433,543",,,,,,,,,,,,,,,,"0,21",,,,
"1678296433,547",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296433,55",,,,,,,,,,,,,,,,,,"9,79",,
"1678296433,554",,,,,,,,,,,,,,,,,,,"23",
"1678296433,578","326,0625",,,,,,,,,,,,,,,,,,,
"1678296433,581",,"1,25",,,,,,,,,,,,,,,,,,
"1678296433,584",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296433,587",,,,"-0,002182",,,,,,,,,,,,,,,,
"1678296433,59",,,,,"0,001091",,,,,,,,,,,,,,,
"1678296433,593",,,,,,"-0,001091",,,,,,,,,,,,,,
"1678296433,597",,,,,,,"-0,07",,,,,,,,,,,,,
"1678296433,6",,,,,,,,"-0,06",,,,,,,,,,,,
"1678296433,604",,,,,,,,,"-0,24",,,,,,,,,,,
"1678296433,606",,,,,,,,,,"6,75",,,,,,,,,,
"1678296433,609",,,,,,,,,,,"-15,5625",,,,,,,,,
"1678296433,613",,,,,,,,,,,,"-62,1875",,,,,,,,
"1678296433,615",,,,,,,,,,,,,"0,14",,,,,,,
"1678296433,619",,,,,,,,,,,,,,"-0,35",,,,,,
"1678296433,621",,,,,,,,,,,,,,,"9,55",,,,,
"1678296433,625",,,,,,,,,,,,,,,,"0,21",,,,
"1678296433,628",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296433,632",,,,,,,,,,,,,,,,,,"9,79",,
"1678296433,635",,,,,,,,,,,,,,,,,,,"23",
"1678296433,66","326,0625",,,,,,,,,,,,,,,,,,,
"1678296433,663",,"1,25",,,,,,,,,,,,,,,,,,
"1678296433,667",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296433,67",,,,"-0,002182",,,,,,,,,,,,,,,,
"1678296433,673",,,,,"0,002182",,,,,,,,,,,,,,,
"1678296433,675",,,,,,"0",,,,,,,,,,,,,,
"1678296433,679",,,,,,,"-0,04",,,,,,,,,,,,,
"1678296433,682",,,,,,,,"-0,05",,,,,,,,,,,,
"1678296433,686",,,,,,,,,"-0,26",,,,,,,,,,,
"1678296433,688",,,,,,,,,,"7,1875",,,,,,,,,,
"1678296433,692",,,,,,,,,,,"-14,375",,,,,,,,,
"1678296433,695",,,,,,,,,,,,"-62,1875",,,,,,,,
"1678296433,698",,,,,,,,,,,,,"0,16",,,,,,,
"1678296433,701",,,,,,,,,,,,,,"-0,34",,,,,,
"1678296433,704",,,,,,,,,,,,,,,"9,53",,,,,
"1678296433,707",,,,,,,,,,,,,,,,"0,21",,,,
"1678296433,711",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296433,714",,,,,,,,,,,,,,,,,,"9,79",,
"1678296433,717",,,,,,,,,,,,,,,,,,,"23",
"1678296433,743","326,0625",,,,,,,,,,,,,,,,,,,
"1678296433,747",,"1,25",,,,,,,,,,,,,,,,,,
"1678296433,75",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296433,753",,,,"-0,003272",,,,,,,,,,,,,,,,
"1678296433,756",,,,,"0",,,,,,,,,,,,,,,
"1678296433,759",,,,,,"0",,,,,,,,,,,,,,
"1678296433,762",,,,,,,"-0,05",,,,,,,,,,,,,
"1678296433,766",,,,,,,,"-0,07",,,,,,,,,,,,
"1678296433,769",,,,,,,,,"-0,24",,,,,,,,,,,
"1678296433,772",,,,,,,,,,"6,75",,,,,,,,,,
"1678296433,775",,,,,,,,,,,"-14,75",,,,,,,,,
"1678296433,778",,,,,,,,,,,,"-62,5625",,,,,,,,
"1678296433,781",,,,,,,,,,,,,"0,15",,,,,,,
"1678296433,784",,,,,,,,,,,,,,"-0,36",,,,,,
"1678296433,787",,,,,,,,,,,,,,,"9,55",,,,,
"1678296433,791",,,,,,,,,,,,,,,,"0,21",,,,
"1678296433,794",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296433,798",,,,,,,,,,,,,,,,,,"9,79",,
"1678296433,801",,,,,,,,,,,,,,,,,,,"23",
"1678296433,825","326,0625",,,,,,,,,,,,,,,,,,,
"1678296433,828",,"1,25",,,,,,,,,,,,,,,,,,
"1678296433,831",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296433,834",,,,"-0,002182",,,,,,,,,,,,,,,,
"1678296433,837",,,,,"0,005454",,,,,,,,,,,,,,,
"1678296433,841",,,,,,"-0,001091",,,,,,,,,,,,,,
"1678296433,844",,,,,,,"-0,07",,,,,,,,,,,,,
"1678296433,847",,,,,,,,"-0,06",,,,,,,,,,,,
"1678296433,851",,,,,,,,,"-0,25",,,,,,,,,,,
"1678296433,854",,,,,,,,,,"6,75",,,,,,,,,,
"1678296433,857",,,,,,,,,,,"-14,375",,,,,,,,,
"1678296433,86",,,,,,,,,,,,"-61,0625",,,,,,,,
"1678296433,863",,,,,,,,,,,,,"0,18",,,,,,,
"1678296433,866",,,,,,,,,,,,,,"-0,36",,,,,,
"1678296433,869",,,,,,,,,,,,,,,"9,54",,,,,
"1678296433,872",,,,,,,,,,,,,,,,"0,21",,,,
"1678296433,876",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296433,879",,,,,,,,,,,,,,,,,,"9,79",,
"1678296433,882",,,,,,,,,,,,,,,,,,,"23",
"1678296433,907","326,0625",,,,,,,,,,,,,,,,,,,
"1678296433,91",,"1,25",,,,,,,,,,,,,,,,,,
"1678296433,913",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296433,916",,,,"0",,,,,,,,,,,,,,,,
"1678296433,919",,,,,"-0,002182",,,,,,,,,,,,,,,
"1678296433,922",,,,,,"-0,001091",,,,,,,,,,,,,,
"1678296433,926",,,,,,,"-0,06",,,,,,,,,,,,,
"1678296433,929",,,,,,,,"-0,07",,,,,,,,,,,,
"1678296433,933",,,,,,,,,"-0,25",,,,,,,,,,,
"1678296433,935",,,,,,,,,,"7,1875",,,,,,,,,,
"1678296433,938",,,,,,,,,,,"-14,75",,,,,,,,,
"1678296433,941",,,,,,,,,,,,"-61,5",,,,,,,,
"1678296433,944",,,,,,,,,,,,,"0,15",,,,,,,
"1678296433,948",,,,,,,,,,,,,,"-0,36",,,,,,
"1678296433,951",,,,,,,,,,,,,,,"9,54",,,,,
"1678296433,954",,,,,,,,,,,,,,,,"0,21",,,,
"1678296433,958",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296433,961",,,,,,,,,,,,,,,,,,"9,79",,
"1678296433,964",,,,,,,,,,,,,,,,,,,"23",
"1678296433,988","326,0625",,,,,,,,,,,,,,,,,,,
"1678296433,991",,"1,25",,,,,,,,,,,,,,,,,,
"1678296433,994",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296433,997",,,,"0",,,,,,,,,,,,,,,,
"1678296434",,,,,"-0,001091",,,,,,,,,,,,,,,
"1678296434,003",,,,,,"0,001091",,,,,,,,,,,,,,
"1678296434,007",,,,,,,"-0,07",,,,,,,,,,,,,
"1678296434,01",,,,,,,,"-0,06",,,,,,,,,,,,
"1678296434,014",,,,,,,,,"-0,23",,,,,,,,,,,
"1678296434,016",,,,,,,,,,"7,1875",,,,,,,,,,
"1678296434,019",,,,,,,,,,,"-14,375",,,,,,,,,
"1678296434,023",,,,,,,,,,,,"-61,0625",,,,,,,,
"1678296434,025",,,,,,,,,,,,,"0,13",,,,,,,
"1678296434,029",,,,,,,,,,,,,,"-0,36",,,,,,
"1678296434,031",,,,,,,,,,,,,,,"9,56",,,,,
"1678296434,035",,,,,,,,,,,,,,,,"0,21",,,,
"1678296434,039",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296434,042",,,,,,,,,,,,,,,,,,"9,79",,
"1678296434,045",,,,,,,,,,,,,,,,,,,"23",
"1678296434,068","326,0625",,,,,,,,,,,,,,,,,,,
"1678296434,072",,"1,25",,,,,,,,,,,,,,,,,,
"1678296434,075",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296434,078",,,,"0",,,,,,,,,,,,,,,,
"1678296434,081",,,,,"-0,001091",,,,,,,,,,,,,,,
"1678296434,084",,,,,,"0,001091",,,,,,,,,,,,,,
"1678296434,087",,,,,,,"-0,09",,,,,,,,,,,,,
"1678296434,091",,,,,,,,"-0,06",,,,,,,,,,,,
"1678296434,094",,,,,,,,,"-0,26",,,,,,,,,,,
"1678296434,097",,,,,,,,,,"6,75",,,,,,,,,,
"1678296434,1",,,,,,,,,,,"-15,1875",,,,,,,,,
"1678296434,103",,,,,,,,,,,,"-62,5625",,,,,,,,
"1678296434,106",,,,,,,,,,,,,"0,11",,,,,,,
"1678296434,109",,,,,,,,,,,,,,"-0,35",,,,,,
"1678296434,112",,,,,,,,,,,,,,,"9,53",,,,,
"1678296434,115",,,,,,,,,,,,,,,,"0,21",,,,
"1678296434,119",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296434,122",,,,,,,,,,,,,,,,,,"9,79",,
"1678296434,126",,,,,,,,,,,,,,,,,,,"23",
"1678296434,149","326,0625",,,,,,,,,,,,,,,,,,,
"1678296434,153",,"1,25",,,,,,,,,,,,,,,,,,
"1678296434,156",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296434,159",,,,"0,001091",,,,,,,,,,,,,,,,
"1678296434,162",,,,,"-0,002182",,,,,,,,,,,,,,,
"1678296434,165",,,,,,"0",,,,,,,,,,,,,,
"1678296434,168",,,,,,,"-0,06",,,,,,,,,,,,,
"1678296434,172",,,,,,,,"-0,05",,,,,,,,,,,,
"1678296434,175",,,,,,,,,"-0,25",,,,,,,,,,,
"1678296434,178",,,,,,,,,,"7,5625",,,,,,,,,,
"1678296434,181",,,,,,,,,,,"-15,875",,,,,,,,,
"1678296434,184",,,,,,,,,,,,"-62,1875",,,,,,,,
"1678296434,187",,,,,,,,,,,,,"0,15",,,,,,,
"1678296434,19",,,,,,,,,,,,,,"-0,34",,,,,,
"1678296434,193",,,,,,,,,,,,,,,"9,54",,,,,
"1678296434,197",,,,,,,,,,,,,,,,"0,21",,,,
"1678296434,2",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296434,204",,,,,,,,,,,,,,,,,,"9,79",,
"1678296434,207",,,,,,,,,,,,,,,,,,,"23",
"1678296434,238","326,0625",,,,,,,,,,,,,,,,,,,
"1678296434,242",,"1,25",,,,,,,,,,,,,,,,,,
"1678296434,245",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296434,248",,,,"0",,,,,,,,,,,,,,,,
"1678296434,251",,,,,"0,002182",,,,,,,,,,,,,,,
"1678296434,254",,,,,,"0",,,,,,,,,,,,,,
"1678296434,257",,,,,,,"-0,06",,,,,,,,,,,,,
"1678296434,261",,,,,,,,"-0,06",,,,,,,,,,,,
"1678296434,264",,,,,,,,,"-0,25",,,,,,,,,,,
"1678296434,267",,,,,,,,,,"7,5625",,,,,,,,,,
"1678296434,27",,,,,,,,,,,"-14,375",,,,,,,,,
"1678296434,273",,,,,,,,,,,,"-61,0625",,,,,,,,
"1678296434,276",,,,,,,,,,,,,"0,14",,,,,,,
"1678296434,279",,,,,,,,,,,,,,"-0,35",,,,,,
"1678296434,282",,,,,,,,,,,,,,,"9,54",,,,,
"1678296434,285",,,,,,,,,,,,,,,,"0,21",,,,
"1678296434,289",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296434,292",,,,,,,,,,,,,,,,,,"9,79",,
"1678296434,296",,,,,,,,,,,,,,,,,,,"23",
"1678296434,319","326,0625",,,,,,,,,,,,,,,,,,,
"1678296434,322",,"1,25",,,,,,,,,,,,,,,,,,
"1678296434,325",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296434,328",,,,"0",,,,,,,,,,,,,,,,
"1678296434,331",,,,,"-0,002182",,,,,,,,,,,,,,,
"1678296434,335",,,,,,"-0,001091",,,,,,,,,,,,,,
"1678296434,338",,,,,,,"-0,07",,,,,,,,,,,,,
"1678296434,341",,,,,,,,"-0,05",,,,,,,,,,,,
"1678296434,345",,,,,,,,,"-0,25",,,,,,,,,,,
"1678296434,348",,,,,,,,,,"7,875",,,,,,,,,,
"1678296434,351",,,,,,,,,,,"-15,1875",,,,,,,,,
"1678296434,354",,,,,,,,,,,,"-61,875",,,,,,,,
"1678296434,357",,,,,,,,,,,,,"0,13",,,,,,,
"1678296434,36",,,,,,,,,,,,,,"-0,35",,,,,,
"1678296434,363",,,,,,,,,,,,,,,"9,54",,,,,
"1678296434,366",,,,,,,,,,,,,,,,"0,21",,,,
"1678296434,37",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296434,373",,,,,,,,,,,,,,,,,,"9,79",,
"1678296434,376",,,,,,,,,,,,,,,,,,,"23",
"1678296434,4","326,0625",,,,,,,,,,,,,,,,,,,
"1678296434,403",,"1,25",,,,,,,,,,,,,,,,,,
"1678296434,407",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296434,41",,,,"-0,002182",,,,,,,,,,,,,,,,
"1678296434,413",,,,,"0,002182",,,,,,,,,,,,,,,
"1678296434,416",,,,,,"-0,001091",,,,,,,,,,,,,,
"1678296434,419",,,,,,,"-0,07",,,,,,,,,,,,,
"1678296434,423",,,,,,,,"-0,06",,,,,,,,,,,,
"1678296434,426",,,,,,,,,"-0,26",,,,,,,,,,,
"1678296434,429",,,,,,,,,,"7,1875",,,,,,,,,,
"1678296434,432",,,,,,,,,,,"-14,75",,,,,,,,,
"1678296434,435",,,,,,,,,,,,"-62,5625",,,,,,,,
"1678296434,438",,,,,,,,,,,,,"0,13",,,,,,,
"1678296434,441",,,,,,,,,,,,,,"-0,36",,,,,,
"1678296434,444",,,,,,,,,,,,,,,"9,53",,,,,
"1678296434,447",,,,,,,,,,,,,,,,"0,21",,,,
"1678296434,451",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296434,454",,,,,,,,,,,,,,,,,,"9,79",,
"1678296434,458",,,,,,,,,,,,,,,,,,,"23",
"1678296434,482","326,0625",,,,,,,,,,,,,,,,,,,
"1678296434,485",,"1,25",,,,,,,,,,,,,,,,,,
"1678296434,488",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296434,491",,,,"0",,,,,,,,,,,,,,,,
"1678296434,494",,,,,"-0,001091",,,,,,,,,,,,,,,
"1678296434,497",,,,,,"0",,,,,,,,,,,,,,
"1678296434,501",,,,,,,"-0,03",,,,,,,,,,,,,
"1678296434,504",,,,,,,,"-0,07",,,,,,,,,,,,
"1678296434,507",,,,,,,,,"-0,25",,,,,,,,,,,
"1678296434,51",,,,,,,,,,"7,5625",,,,,,,,,,
"1678296434,513",,,,,,,,,,,"-15,1875",,,,,,,,,
"1678296434,516",,,,,,,,,,,,"-62,1875",,,,,,,,
"1678296434,519",,,,,,,,,,,,,"0,18",,,,,,,
"1678296434,522",,,,,,,,,,,,,,"-0,37",,,,,,
"1678296434,525",,,,,,,,,,,,,,,"9,54",,,,,
"1678296434,529",,,,,,,,,,,,,,,,"0,21",,,,
"1678296434,532",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296434,536",,,,,,,,,,,,,,,,,,"9,79",,
"1678296434,539",,,,,,,,,,,,,,,,,,,"23",
"1678296434,565","326,0625",,,,,,,,,,,,,,,,,,,
"1678296434,568",,"1,25",,,,,,,,,,,,,,,,,,
"1678296434,571",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296434,574",,,,"0,001091",,,,,,,,,,,,,,,,
"1678296434,577",,,,,"-0,004363",,,,,,,,,,,,,,,
"1678296434,58",,,,,,"-0,002182",,,,,,,,,,,,,,
"1678296434,584",,,,,,,"-0,07",,,,,,,,,,,,,
"1678296434,587",,,,,,,,"-0,05",,,,,,,,,,,,
"1678296434,591",,,,,,,,,"-0,25",,,,,,,,,,,
"1678296434,593",,,,,,,,,,"6,75",,,,,,,,,,
"1678296434,597",,,,,,,,,,,"-15,1875",,,,,,,,,
"1678296434,6",,,,,,,,,,,,"-61,875",,,,,,,,
"1678296434,603",,,,,,,,,,,,,"0,13",,,,,,,
"1678296434,606",,,,,,,,,,,,,,"-0,35",,,,,,
"1678296434,609",,,,,,,,,,,,,,,"9,54",,,,,
"1678296434,612",,,,,,,,,,,,,,,,"0,21",,,,
"1678296434,616",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296434,619",,,,,,,,,,,,,,,,,,"9,79",,
"1678296434,622",,,,,,,,,,,,,,,,,,,"23",
"1678296434,648","326,0625",,,,,,,,,,,,,,,,,,,
"1678296434,651",,"1,25",,,,,,,,,,,,,,,,,,
"1678296434,655",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296434,658",,,,"-0,001091",,,,,,,,,,,,,,,,
"1678296434,661",,,,,"-0,001091",,,,,,,,,,,,,,,
"1678296434,664",,,,,,"0",,,,,,,,,,,,,,
"1678296434,667",,,,,,,"-0,05",,,,,,,,,,,,,
"1678296434,67",,,,,,,,"-0,08",,,,,,,,,,,,
"1678296434,674",,,,,,,,,"-0,25",,,,,,,,,,,
"1678296434,677",,,,,,,,,,"6,75",,,,,,,,,,
"1678296434,68",,,,,,,,,,,"-14,75",,,,,,,,,
"1678296434,683",,,,,,,,,,,,"-61,875",,,,,,,,
"1678296434,686",,,,,,,,,,,,,"0,16",,,,,,,
"1678296434,689",,,,,,,,,,,,,,"-0,34",,,,,,
"1678296434,692",,,,,,,,,,,,,,,"9,52",,,,,
"1678296434,695",,,,,,,,,,,,,,,,"0,21",,,,
"1678296434,699",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296434,702",,,,,,,,,,,,,,,,,,"9,79",,
"1678296434,706",,,,,,,,,,,,,,,,,,,"23",
"1678296434,73","326,0625",,,,,,,,,,,,,,,,,,,
"1678296434,733",,"1,25",,,,,,,,,,,,,,,,,,
"1678296434,736",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296434,739",,,,"0",,,,,,,,,,,,,,,,
"1678296434,742",,,,,"0,001091",,,,,,,,,,,,,,,
"1678296434,745",,,,,,"-0,001091",,,,,,,,,,,,,,
"1678296434,749",,,,,,,"-0,06",,,,,,,,,,,,,
"1678296434,752",,,,,,,,"-0,06",,,,,,,,,,,,
"1678296434,755",,,,,,,,,"-0,26",,,,,,,,,,,
"1678296434,758",,,,,,,,,,"7,875",,,,,,,,,,
"1678296434,761",,,,,,,,,,,"-14,75",,,,,,,,,
"1678296434,764",,,,,,,,,,,,"-62,1875",,,,,,,,
"1678296434,768",,,,,,,,,,,,,"0,15",,,,,,,
"1678296434,77",,,,,,,,,,,,,,"-0,36",,,,,,
"1678296434,773",,,,,,,,,,,,,,,"9,53",,,,,
"1678296434,777",,,,,,,,,,,,,,,,"0,21",,,,
"1678296434,78",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296434,784",,,,,,,,,,,,,,,,,,"9,79",,
"1678296434,787",,,,,,,,,,,,,,,,,,,"23",
"1678296434,811","326,0625",,,,,,,,,,,,,,,,,,,
"1678296434,814",,"1,25",,,,,,,,,,,,,,,,,,
"1678296434,817",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296434,82",,,,"-0,001091",,,,,,,,,,,,,,,,
"1678296434,823",,,,,"0,004363",,,,,,,,,,,,,,,
"1678296434,826",,,,,,"-0,001091",,,,,,,,,,,,,,
"1678296434,83",,,,,,,"-0,02",,,,,,,,,,,,,
"1678296434,833",,,,,,,,"-0,07",,,,,,,,,,,,
"1678296434,837",,,,,,,,,"-0,26",,,,,,,,,,,
"1678296434,84",,,,,,,,,,"7,1875",,,,,,,,,,
"1678296434,843",,,,,,,,,,,"-14,75",,,,,,,,,
"1678296434,846",,,,,,,,,,,,"-61,875",,,,,,,,
"1678296434,849",,,,,,,,,,,,,"0,19",,,,,,,
"1678296434,852",,,,,,,,,,,,,,"-0,36",,,,,,
"1678296434,855",,,,,,,,,,,,,,,"9,53",,,,,
"1678296434,858",,,,,,,,,,,,,,,,"0,21",,,,
"1678296434,862",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296434,865",,,,,,,,,,,,,,,,,,"9,79",,
"1678296434,868",,,,,,,,,,,,,,,,,,,"23",
"1678296434,892","326,0625",,,,,,,,,,,,,,,,,,,
"1678296434,895",,"1,25",,,,,,,,,,,,,,,,,,
"1678296434,899",,,"1,6875",,,,,,,,,,,,,,,,,
"1678296434,902",,,,"-0,002182",,,,,,,,,,,,,,,,
"1678296434,905",,,,,"-0,001091",,,,,,,,,,,,,,,
"1678296434,908",,,,,,"0",,,,,,,,,,,,,,
"1678296434,911",,,,,,,"-0,08",,,,,,,,,,,,,
"1678296434,915",,,,,,,,"-0,05",,,,,,,,,,,,
"1678296434,918",,,,,,,,,"-0,21",,,,,,,,,,,
"1678296434,921",,,,,,,,,,"7,1875",,,,,,,,,,
"1678296434,924",,,,,,,,,,,"-14,75",,,,,,,,,
"1678296434,927",,,,,,,,,,,,"-61,0625",,,,,,,,
"1678296434,93",,,,,,,,,,,,,"0,13",,,,,,,
"1678296434,933",,,,,,,,,,,,,,"-0,35",,,,,,
"1678296434,936",,,,,,,,,,,,,,,"9,58",,,,,
"1678296434,939",,,,,,,,,,,,,,,,"0,21",,,,
"1678296434,943",,,,,,,,,,,,,,,,,"-0,29",,,
"1678296434,946",,,,,,,,,,,,,,,,,,"9,79",,
