timestamp(ms),temperature,OrientX(deg),OrientY(deg),OrientZ(deg),GyroX(rad/s),GyroY(rad/s),GyroZ(rad/s),LinearX(m/s^2),LinearY(m/s^2),LinearZ(m/s^2),MagX(uT),MagY(uT),MagZ(uT),AcclX(m/s^2),AcclY(m/s^2),AcclZ(m/s^2),GravityX(m/s^2),GravityY(m/s^2),GravityZ(m/s^2),
"1678298652,927",,,,,,,"0",,,,,,,,,,,,,
"1678298652,931",,,,,,,,"0",,,,,,,,,,,,
"1678298652,936",,,,,,,,,"0",,,,,,,,,,,
"1678298652,944",,,,,,,,,,"0",,,,,,,,,,
"1678298652,945",,,,,,,,,,,"0",,,,,,,,,
"1678298652,947",,,,,,,,,,,,"0",,,,,,,,
"1678298652,95",,,,,,,,,,,,,"0",,,,,,,
"1678298652,955",,,,,,,,,,,,,,"0,06",,,,,,
"1678298652,959",,,,,,,,,,,,,,,"-0,31",,,,,
"1678298652,963",,,,,,,,,,,,,,,,"9,58",,,,
"1678298652,968",,,,,,,,,,,,,,,,,"0",,,
"1678298652,972",,,,,,,,,,,,,,,,,,"0",,
"1678298652,977",,,,,,,,,,,,,,,,,,,"0",
"1678298652,98","24",,,,,,,,,,,,,,,,,,,
"1678298653,009",,"0",,,,,,,,,,,,,,,,,,
"1678298653,013",,,"0",,,,,,,,,,,,,,,,,
"1678298653,018",,,,"0",,,,,,,,,,,,,,,,
"1678298653,022",,,,,"0",,,,,,,,,,,,,,,
"1678298653,026",,,,,,"0",,,,,,,,,,,,,,
"1678298653,03",,,,,,,"0",,,,,,,,,,,,,
"1678298653,034",,,,,,,,"0",,,,,,,,,,,,
"1678298653,039",,,,,,,,,"0",,,,,,,,,,,
"1678298653,043",,,,,,,,,,"0",,,,,,,,,,
"1678298653,047",,,,,,,,,,,"0",,,,,,,,,
"1678298653,05",,,,,,,,,,,,"0",,,,,,,,
"1678298653,054",,,,,,,,,,,,,"0",,,,,,,
"1678298653,058",,,,,,,,,,,,,,"0,04",,,,,,
"1678298653,062",,,,,,,,,,,,,,,"-0,31",,,,,
"1678298653,066",,,,,,,,,,,,,,,,"9,52",,,,
"1678298653,071",,,,,,,,,,,,,,,,,"0",,,
"1678298653,075",,,,,,,,,,,,,,,,,,"0",,
"1678298653,08",,,,,,,,,,,,,,,,,,,"0",
"1678298653,083","24",,,,,,,,,,,,,,,,,,,
"1678298653,12",,"0",,,,,,,,,,,,,,,,,,
"1678298653,124",,,"0",,,,,,,,,,,,,,,,,
"1678298653,128",,,,"0",,,,,,,,,,,,,,,,
"1678298653,133",,,,,"0",,,,,,,,,,,,,,,
"1678298653,137",,,,,,"0",,,,,,,,,,,,,,
"1678298653,141",,,,,,,"0",,,,,,,,,,,,,
"1678298653,145",,,,,,,,"0",,,,,,,,,,,,
"1678298653,15",,,,,,,,,"0",,,,,,,,,,,
"1678298653,154",,,,,,,,,,"0",,,,,,,,,,
"1678298653,158",,,,,,,,,,,"0",,,,,,,,,
"1678298653,161",,,,,,,,,,,,"0",,,,,,,,
