,0,1,2,3
320,42251,0.070000,-0.350000,9.500000
321,42374,0.130000,-0.310000,9.580000
322,42497,0.140000,-0.350000,9.540000
323,42620,0.130000,-0.330000,9.690000
324,42743,0.090000,-0.320000,9.570000
325,42866,0.140000,-0.350000,9.530000
326,42989,0.100000,-0.380000,9.560000
327,43112,0.080000,-0.350000,9.580000
328,43235,0.140000,-0.320000,9.590000
329,43358,0.170000,-0.340000,9.630000
330,43481,0.050000,-0.390000,9.550000
331,43604,0.160000,-0.330000,9.570000
332,43727,0.150000,-0.330000,9.450000
333,43850,0.110000,-0.320000,9.570000
334,43973,0.090000,-0.340000,9.530000
335,44096,0.100000,-0.380000,9.540000
336,44219,0.160000,-0.330000,9.580000
337,44343,0.090000,-0.340000,9.550000
338,44466,0.090000,-0.330000,9.560000
339,44589,0.190000,-0.320000,9.720000
340,44712,0.120000,-0.330000,9.480000
341,44836,0.100000,-0.340000,9.600000
342,44970,0.100000,-0.450000,9.460000
343,45093,0.090000,-0.310000,9.500000
344,45206,0.120000,-0.340000,9.490000
345,45329,0.110000,-0.330000,9.580000
346,45452,0.110000,-0.340000,9.520000
347,45575,0.110000,-0.340000,9.540000
348,45699,0.120000,-0.350000,9.550000
349,45822,0.090000,-0.330000,9.470000
350,45945,0.130000,-0.330000,9.510000
351,46079,0.120000,-0.330000,9.540000
352,46203,0.130000,-0.330000,9.540000
353,46326,0.120000,-0.320000,9.550000
354,46449,0.130000,-0.330000,9.530000
355,46561,0.120000,-0.340000,9.550000
356,46683,0.100000,-0.340000,9.590000
357,46806,0.120000,-0.340000,9.580000
358,46929,0.090000,-0.350000,9.570000
359,47052,0.110000,-0.330000,9.540000
360,47186,0.130000,-0.350000,9.560000
361,47310,0.120000,-0.310000,9.520000
362,47433,0.110000,-0.340000,9.590000
363,47555,0.100000,-0.340000,9.550000
364,47678,0.110000,-0.330000,9.570000
365,47802,0.110000,-0.340000,9.560000
366,47914,0.110000,-0.330000,9.520000
367,48037,0.110000,-0.320000,9.560000
368,48159,0.120000,-0.330000,9.520000
369,48294,0.120000,-0.340000,9.520000
370,48417,0.120000,-0.360000,9.540000
371,48540,0.120000,-0.330000,9.540000
372,48663,0.130000,-0.340000,9.560000
373,48786,0.100000,-0.350000,9.490000
374,48909,0.130000,-0.320000,9.540000
375,49032,0.120000,-0.340000,9.530000
376,49155,0.100000,-0.350000,9.570000
377,49267,0.120000,-0.350000,9.540000
378,49401,0.130000,-0.350000,9.560000
379,49524,0.130000,-0.340000,9.560000
380,49647,0.100000,-0.330000,9.480000
381,49770,0.110000,-0.330000,9.470000
382,49893,0.120000,-0.340000,9.560000
383,50016,0.110000,-0.340000,9.550000
384,50139,0.110000,-0.330000,9.530000
385,50262,0.120000,-0.340000,9.580000
386,50385,0.140000,-0.320000,9.530000
387,50508,0.120000,-0.340000,9.590000
388,50631,0.110000,-0.340000,9.570000
389,50754,0.110000,-0.340000,9.510000
390,50877,0.110000,-0.340000,9.580000
391,51000,0.130000,-0.330000,9.580000
392,51123,0.100000,-0.340000,9.570000
393,51246,0.140000,-0.320000,9.570000
394,51369,0.110000,-0.330000,9.540000
395,51492,0.130000,-0.340000,9.570000
396,51615,0.090000,-0.380000,9.590000
397,51738,0.130000,-0.330000,9.590000
398,51861,0.120000,-0.330000,9.520000
399,51983,0.110000,-0.330000,9.550000
400,52106,0.130000,-0.330000,9.590000
401,52229,0.120000,-0.330000,9.570000
402,52352,0.130000,-0.330000,9.540000
403,52475,0.120000,-0.340000,9.530000
404,52598,0.100000,-0.340000,9.580000
405,52721,0.150000,-0.320000,9.680000
406,52844,0.100000,-0.380000,9.560000
407,52967,0.140000,-0.330000,9.560000
408,53090,0.140000,-0.330000,9.540000
409,53213,0.100000,-0.330000,9.540000
410,53336,-0.360000,-0.680000,6.910000
411,53459,0.030000,-0.310000,9.510000
412,53582,0.060000,-0.330000,9.090000
413,53705,0.120000,-0.390000,9.560000
414,53839,0.110000,-0.350000,9.520000
415,53962,0.180000,-0.310000,9.520000
416,54085,0.070000,-0.340000,9.560000
417,54197,0.110000,-0.360000,9.500000
418,54320,0.090000,-0.360000,9.550000
419,54443,0.160000,-0.340000,9.540000
420,54566,0.090000,-0.340000,9.550000
421,54690,0.090000,-0.330000,9.550000
422,54813,0.130000,-0.350000,9.540000
423,54947,0.120000,-0.360000,9.570000
424,55070,0.110000,-0.340000,9.510000
425,55194,0.110000,-0.350000,9.520000
426,55317,0.120000,-0.330000,9.550000
427,55441,0.110000,-0.350000,9.550000
428,55553,0.110000,-0.340000,9.570000
429,55676,0.080000,-0.340000,9.560000
430,55799,0.110000,-0.330000,9.550000
431,55922,0.110000,-0.330000,9.560000
432,56057,0.090000,-0.360000,9.530000
433,56180,0.110000,-0.330000,9.580000
434,56303,0.110000,-0.340000,9.550000
435,56426,0.110000,-0.330000,9.560000
436,56549,0.110000,-0.330000,9.560000
437,56672,0.110000,-0.340000,9.530000
438,56796,0.100000,-0.340000,9.570000
439,56908,0.100000,-0.330000,9.520000
440,57031,0.110000,-0.340000,9.540000
441,57165,0.110000,-0.330000,9.560000
442,57288,0.130000,-0.350000,9.570000
443,57411,0.100000,-0.350000,9.550000
444,57534,0.110000,-0.340000,9.520000
445,57657,0.100000,-0.340000,9.560000
446,57779,0.100000,-0.340000,9.540000
447,57902,0.100000,-0.350000,9.560000
448,58025,0.110000,-0.340000,9.560000
449,58149,0.120000,-0.330000,9.580000
450,58272,0.110000,-0.340000,9.580000
451,58395,0.110000,-0.340000,9.540000
452,58518,0.100000,-0.340000,9.580000
453,58641,0.120000,-0.330000,9.540000
454,58764,0.110000,-0.340000,9.550000
455,58887,0.110000,-0.340000,9.550000
456,59010,0.110000,-0.340000,9.530000
457,59133,0.110000,-0.350000,9.550000
458,59256,0.090000,-0.360000,9.580000
459,59379,0.110000,-0.340000,9.560000
460,59502,0.110000,-0.340000,9.570000
461,59625,0.090000,-0.340000,9.580000
462,59748,0.100000,-0.340000,9.580000
463,59872,0.100000,-0.350000,9.510000
464,59995,0.100000,-0.340000,9.550000
465,60118,0.100000,-0.350000,9.550000
466,60241,0.110000,-0.340000,9.580000
467,60365,0.110000,-0.340000,9.580000
468,60488,0.110000,-0.340000,9.560000
469,60611,0.110000,-0.340000,9.540000
